County,State,Combined_Key,3/1/2020,4/1/2020,5/1/2020,6/1/2020
Carlton,Minnesota,"Carlton, Minnesota, US",0,2,59,75
Carver,Minnesota,"Carver, Minnesota, US",0,10,21,218
Cass,Minnesota,"Cass, Minnesota, US",0,1,5,14
Chippewa,Minnesota,"Chippewa, Minnesota, US",0,0,2,51
Chisago,Minnesota,"Chisago, Minnesota, US",0,3,12,62
Clay,Minnesota,"Clay, Minnesota, US",0,7,165,427
Clearwater,Minnesota,"Clearwater, Minnesota, US",0,2,2,3
Cook,Minnesota,"Cook, Minnesota, US",0,0,0,0
Cottonwood,Minnesota,"Cottonwood, Minnesota, US",0,3,23,76
Crow Wing,Minnesota,"Crow Wing, Minnesota, US",0,1,21,71
Dakota,Minnesota,"Dakota, Minnesota, US",0,48,171,1349
Dodge,Minnesota,"Dodge, Minnesota, US",0,10,22,53
Douglas,Minnesota,"Douglas, Minnesota, US",0,1,2,44
Faribault,Minnesota,"Faribault, Minnesota, US",0,2,5,19
Fillmore,Minnesota,"Fillmore,Minnesota,US",0,8,12,17
Freeborn,Minnesota,"Freeborn, Minnesota, US",0,2,35,125
Goodhue,Minnesota,"Goodhue, Minnesota, US",0,4,19,68
Grant,Minnesota,"Grant, Minnesota, US",0,0,0,4
Hennepin,Minnesota,"Hennepin, Minnesota, US",0,218,1829,8514
Houston,Minnesota,"Houston, Minnesota, US",0,0,1,2
Hubbard,Minnesota,"Hubbard, Minnesota, US",0,0,0,2
Isanti,Minnesota,"Isanti, Minnesota, US",0,2,6,35
Itasca,Minnesota,"Itasca, Minnesota, US",0,1,6,55
Jackson,Minnesota,"Jackson, Minnesota, US",0,1,16,39
Kanabec,Minnesota,"Kanabec, Minnesota, US",0,0,1,11
Kandiyohi,Minnesota,"Kandiyohi, Minnesota, US",0,2,135,497
Kittson,Minnesota,"Kittson, Minnesota, US",0,0,1,1
Koochiching,Minnesota,"Koochiching, Minnesota, US",0,0,1,9
Lac qui Parle,Minnesota,"Lac qui Parle,Minnesota,US",0,1,1,3
Lake,Minnesota,"Lake, Minnesota, US",0,0,0,1
Lake of the Woods,Minnesota,"Lake of the Woods, Minnesota, US",0,0,0,0
Le Sueur,Minnesota,"Le Sueur, Minnesota, US",0,15,25,44
Lincoln,Minnesota,"Lincoln, Minnesota, US",0,1,3,5
Lyon,Minnesota,"Lyon, Minnesota, US",0,2,7,57
McLeod,Minnesota,"McLeod, Minnesota, US",0,0,4,37
Mahnomen,Minnesota,"Mahnomen, Minnesota, US",0,1,2,6
Marshall,Minnesota,"Marshall, Minnesota, US",0,0,2,12
Martin,Minnesota,"Martin, Minnesota, US",0,29,111,132
Meeker,Minnesota,"Meeker, Minnesota, US",0,1,14,45
Mille Lacs,Minnesota,"Mille Lacs, Minnesota, US",0,0,2,19
Morrison,Minnesota,"Morrison, Minnesota, US",0,0,6,47
Mower,Minnesota,"Mower, Minnesota, US",0,14,28,345
Murray,Minnesota,"Murray, Minnesota, US",0,0,16,39
Nicollet,Minnesota,"Nicollet, Minnesota, US",0,3,13,88
Nobles,Minnesota,"Nobles, Minnesota, US",0,0,866,1544
Norman,Minnesota,"Norman, Minnesota, US",0,0,8,13
Olmsted,Minnesota,"Olmsted, Minnesota, US",0,61,269,634
Otter Tail,Minnesota,"Otter Tail, Minnesota, US",0,1,14,70
Pennington,Minnesota,"Pennington, Minnesota, US",0,0,1,19
Pine,Minnesota,"Pine, Minnesota, US",0,0,58,89
Pipestone,Minnesota,"Pipestone, Minnesota, US",0,0,2,12
Polk,Minnesota,"Polk, Minnesota, US",0,0,32,61
Pope,Minnesota,"Pope, Minnesota, US",0,0,0,9
Ramsey,Minnesota,"Ramsey, Minnesota, US",0,66,405,3075
Red Lake,Minnesota,"Red Lake, Minnesota, US",0,0,1,4
Redwood,Minnesota,"Redwood, Minnesota, US",0,0,3,5
Renville,Minnesota,"Renville, Minnesota, US",0,1,4,5
Rice,Minnesota,"Rice, Minnesota, US",0,4,14,462
Rock,Minnesota,"Rock, Minnesota, US",0,0,12,22
Roseau,Minnesota,"Roseau, Minnesota, US",0,0,1,2
St. Louis,Minnesota,"St. Louis, Minnesota, US",0,13,73,118
Scott,Minnesota,"Scott, Minnesota, US",0,10,46,436
Sherburne,Minnesota,"Sherburne, Minnesota, US",0,8,39,246
Sibley,Minnesota,"Sibley, Minnesota, US",0,1,2,16
Stearns,Minnesota,"Stearns, Minnesota, US",0,5,435,2030
Steele,Minnesota,"Steele, Minnesota, US",0,6,18,160
Stevens,Minnesota,"Stevens, Minnesota, US",0,0,0,1
Swift,Minnesota,"Swift, Minnesota, US",0,0,2,19
Todd,Minnesota,"Todd, Minnesota, US",0,0,7,319
Traverse,Minnesota,"Traverse, Minnesota, US",0,2,2,3
Wabasha,Minnesota,"Wabasha, Minnesota, US",0,6,9,18
Wadena,Minnesota,"Wadena, Minnesota, US",0,0,1,10
Waseca,Minnesota,"Waseca, Minnesota, US",0,3,4,26
Washington,Minnesota,"Washington, Minnesota, US",0,44,133,645
Watonwan,Minnesota,"Watonwan, Minnesota, US",0,2,14,75
Wilkin,Minnesota,"Wilkin, Minnesota, US",0,1,12,11
Winona,Minnesota,"Winona, Minnesota, US",0,10,66,80
Wright,Minnesota,"Wright, Minnesota, US",0,6,43,320
Yellow Medicine,Minnesota,"Yellow Medicine, Minnesota, US",0,1,3,6
Adams,Mississippi,"Adams, Mississippi, US",0,11,148,200
Alcorn,Mississippi,"Alcorn, Mississippi, US",0,3,10,17
Amite,Mississippi,"Amite, Mississippi, US",0,4,29,64
Attala,Mississippi,"Attala, Mississippi, US",0,11,109,298
Benton,Mississippi,"Benton, Mississippi, US",0,4,12,14
Bolivar,Mississippi,"Bolivar, Mississippi, US",0,25,102,165
Calhoun,Mississippi,"Calhoun, Mississippi, US",0,3,52,65
Carroll,Mississippi,"Carroll, Mississippi, US",0,2,58,117
Chickasaw,Mississippi,"Chickasaw, Mississippi, US",0,15,75,137
Choctaw,Mississippi,"Choctaw, Mississippi, US",0,7,13,48
Claiborne,Mississippi,"Claiborne, Mississippi, US",0,1,23,110
Clarke,Mississippi,"Clarke, Mississippi, US",0,5,55,148
Clay,Mississippi,"Clay, Mississippi, US",0,5,42,114
Coahoma,Mississippi,"Coahoma, Mississippi, US",0,22,64,125
Copiah,Mississippi,"Copiah, Mississippi, US",0,9,108,313
Covington,Mississippi,"Covington, Mississippi, US",0,3,67,173
DeSoto,Mississippi,"DeSoto, Mississippi, US",0,94,293,550
Forrest,Mississippi,"Forrest, Mississippi, US",0,27,219,583
Franklin,Mississippi,"Franklin, Mississippi, US",0,3,16,29
George,Mississippi,"George, Mississippi, US",0,4,14,25
Greene,Mississippi,"Greene, Mississippi, US",0,0,5,16
Grenada,Mississippi,"Grenada, Mississippi, US",0,3,32,95
Hancock,Mississippi,"Hancock, Mississippi, US",0,20,62,91
Harrison,Mississippi,"Harrison, Mississippi, US",0,49,177,261
Hinds,Mississippi,"Hinds, Mississippi, US",0,109,496,1028
Holmes,Mississippi,"Holmes, Mississippi, US",0,16,153,434
Humphreys,Mississippi,"Humphreys, Mississippi, US",0,4,24,59
Issaquena,Mississippi,"Issaquena, Mississippi, US",0,0,0,0
Itawamba,Mississippi,"Itawamba, Mississippi, US",0,4,59,88
Jackson,Mississippi,"Jackson, Mississippi, US",0,52,267,307
Jasper,Mississippi,"Jasper, Mississippi, US",0,1,48,163
Jefferson,Mississippi,"Jefferson, Mississippi, US",0,1,20,42
Jefferson Davis,Mississippi,"Jefferson Davis, Mississippi, US",0,0,35,77
Jones,Mississippi,"Jones, Mississippi, US",0,6,159,652
Kemper,Mississippi,"Kemper, Mississippi, US",0,1,64,145
Lafayette,Mississippi,"Lafayette, Mississippi, US",0,15,89,137
Lamar,Mississippi,"Lamar, Mississippi, US",0,6,111,239
Lauderdale,Mississippi,"Lauderdale, Mississippi, US",0,39,365,741
Lawrence,Mississippi,"Lawrence, Mississippi, US",0,5,46,106
Leake,Mississippi,"Leake, Mississippi, US",0,5,219,431
Lee,Mississippi,"Lee, Mississippi, US",0,25,71,154
Leflore,Mississippi,"Leflore, Mississippi, US",0,20,164,265
Lincoln,Mississippi,"Lincoln, Mississippi, US",0,13,143,266
Lowndes,Mississippi,"Lowndes, Mississippi, US",0,11,58,219
Madison,Mississippi,"Madison, Mississippi, US",0,53,251,742
Marion,Mississippi,"Marion, Mississippi, US",0,6,75,117
Marshall,Mississippi,"Marshall, Mississippi, US",0,15,44,81
Monroe,Mississippi,"Monroe, Mississippi, US",0,7,161,261
Montgomery,Mississippi,"Montgomery, Mississippi, US",0,8,29,85
Neshoba,Mississippi,"Neshoba, Mississippi, US",0,5,205,671
Newton,Mississippi,"Newton, Mississippi, US",0,2,87,278
Noxubee,Mississippi,"Noxubee, Mississippi, US",0,3,73,187
Oktibbeha,Mississippi,"Oktibbeha, Mississippi, US",0,18,51,243
Panola,Mississippi,"Panola, Mississippi, US",0,8,39,71
Pearl River,Mississippi,"Pearl River, Mississippi, US",0,32,175,209
Perry,Mississippi,"Perry, Mississippi, US",0,5,27,50
Pike,Mississippi,"Pike, Mississippi, US",0,20,149,203
Pontotoc,Mississippi,"Pontotoc, Mississippi, US",0,6,18,36
Prentiss,Mississippi,"Prentiss, Mississippi, US",0,4,32,56
Quitman,Mississippi,"Quitman, Mississippi, US",0,4,15,34
Rankin,Mississippi,"Rankin, Mississippi, US",0,48,194,446
Scott,Mississippi,"Scott, Mississippi, US",0,12,339,648
Sharkey,Mississippi,"Sharkey, Mississippi, US",0,2,5,7
Simpson,Mississippi,"Simpson, Mississippi, US",0,3,47,100
Smith,Mississippi,"Smith, Mississippi, US",0,1,76,152
Stone,Mississippi,"Stone, Mississippi, US",0,0,22,30
Sunflower,Mississippi,"Sunflower, Mississippi, US",0,12,55,85
Tallahatchie,Mississippi,"Tallahatchie, Mississippi, US",0,2,11,27
Tate,Mississippi,"Tate, Mississippi, US",0,11,42,95
Tippah,Mississippi,"Tippah, Mississippi, US",0,28,56,73
Tishomingo,Mississippi,"Tishomingo, Mississippi, US",0,1,7,32
Tunica,Mississippi,"Tunica, Mississippi, US",0,13,35,55
Union,Mississippi,"Union, Mississippi, US",0,3,19,84
Walthall,Mississippi,"Walthall, Mississippi, US",0,7,32,57
Warren,Mississippi,"Warren, Mississippi, US",0,2,74,175
Washington,Mississippi,"Washington, Mississippi, US",0,22,77,191
Wayne,Mississippi,"Wayne, Mississippi, US",0,0,23,210
Webster,Mississippi,"Webster, Mississippi, US",0,7,19,68
Wilkinson,Mississippi,"Wilkinson, Mississippi, US",0,16,69,85
Winston,Mississippi,"Winston, Mississippi, US",0,9,44,120
Yalobusha,Mississippi,"Yalobusha, Mississippi, US",0,6,20,94
Yazoo,Mississippi,"Yazoo, Mississippi, US",0,9,139,283
Adair,Missouri,"Adair, Missouri, US",0,3,12,60
Andrew,Missouri,"Andrew, Missouri, US",0,0,3,30
Atchison,Missouri,"Atchison, Missouri, US",0,1,2,3
Audrain,Missouri,"Audrain, Missouri, US",0,0,1,85
Barry,Missouri,"Barry, Missouri, US",0,1,6,9
Barton,Missouri,"Barton, Missouri, US",0,0,0,0
Bates,Missouri,"Bates, Missouri, US",0,2,6,9
Benton,Missouri,"Benton, Missouri, US",0,3,8,11
Bollinger,Missouri,"Bollinger, Missouri, US",0,1,4,6
Boone,Missouri,"Boone, Missouri, US",0,66,102,153
Buchanan,Missouri,"Buchanan, Missouri, US",0,5,141,709
Butler,Missouri,"Butler, Missouri, US",0,1,25,35
Caldwell,Missouri,"Caldwell, Missouri, US",0,1,3,6
Callaway,Missouri,"Callaway, Missouri, US",0,17,22,29
Camden,Missouri,"Camden, Missouri, US",0,17,35,38
Cape Girardeau,Missouri,"Cape Girardeau, Missouri, US",0,15,49,74
Carroll,Missouri,"Carroll, Missouri, US",0,0,3,8
Carter,Missouri,"Carter, Missouri, US",0,4,3,5
Cass,Missouri,"Cass, Missouri, US",0,17,63,93
Cedar,Missouri,"Cedar, Missouri, US",0,5,5,9
Chariton,Missouri,"Chariton, Missouri, US",0,4,5,6
Christian,Missouri,"Christian, Missouri, US",0,12,19,24
Clark,Missouri,"Clark, Missouri, US",0,0,1,1
Clay,Missouri,"Clay, Missouri, US",0,21,72,173
Clinton,Missouri,"Clinton, Missouri, US",0,5,11,18
Cole,Missouri,"Cole, Missouri, US",0,25,51,61
Cooper,Missouri,"Cooper, Missouri, US",0,2,9,9
Crawford,Missouri,"Crawford, Missouri, US",0,1,8,9
Dade,Missouri,"Dade, Missouri, US",0,0,0,0
Dallas,Missouri,"Dallas, Missouri, US",0,0,2,3
Daviess,Missouri,"Daviess, Missouri, US",0,0,2,4
DeKalb,Missouri,"DeKalb, Missouri, US",0,1,3,6
Dent,Missouri,"Dent, Missouri, US",0,0,0,0
Douglas,Missouri,"Douglas, Missouri, US",0,0,0,0
Dunklin,Missouri,"Dunklin, Missouri, US",0,6,21,45
Franklin,Missouri,"Franklin, Missouri, US",0,16,114,141
Gasconade,Missouri,"Gasconade, Missouri, US",0,1,3,2
Gentry,Missouri,"Gentry, Missouri, US",0,0,1,35
Greene,Missouri,"Greene, Missouri, US",0,51,96,155
Grundy,Missouri,"Grundy, Missouri, US",0,0,0,0
Harrison,Missouri,"Harrison, Missouri, US",0,1,6,9
Henry,Missouri,"Henry, Missouri, US",0,1,8,12
Hickory,Missouri,"Hickory, Missouri, US",0,0,0,0
Holt,Missouri,"Holt, Missouri, US",0,0,1,2
Howard,Missouri,"Howard, Missouri, US",0,0,2,3
Howell,Missouri,"Howell, Missouri, US",0,0,5,7
Iron,Missouri,"Iron, Missouri, US",0,0,2,3
Jackson,Missouri,"Jackson, Missouri, US",0,86,328,613
Jasper,Missouri,"Jasper,Missouri,US",0,7,24,37
Jefferson,Missouri,"Jefferson, Missouri, US",0,38,277,363
Johnson,Missouri,"Johnson, Missouri, US",0,19,55,76
Knox,Missouri,"Knox, Missouri, US",0,0,0,0
Laclede,Missouri,"Laclede, Missouri, US",0,0,0,5
Lafayette,Missouri,"Lafayette, Missouri, US",0,20,38,74
Lawrence,Missouri,"Lawrence, Missouri, US",0,0,0,8
Lewis,Missouri,"Lewis, Missouri, US",0,0,6,7
Lincoln,Missouri,"Lincoln, Missouri, US",0,10,70,109
Linn,Missouri,"Linn, Missouri, US",0,0,5,9
Livingston,Missouri,"Livingston, Missouri, US",0,1,2,3
McDonald,Missouri,"McDonald, Missouri, US",0,2,4,22
Macon,Missouri,"Macon, Missouri, US",0,3,2,4
Madison,Missouri,"Madison, Missouri, US",0,0,1,3
Maries,Missouri,"Maries, Missouri, US",0,2,2,2
Marion,Missouri,"Marion, Missouri, US",0,0,5,5
Mercer,Missouri,"Mercer, Missouri, US",0,0,0,0
Miller,Missouri,"Miller, Missouri, US",0,0,1,4
Mississippi,Missouri,"Mississippi, Missouri, US",0,0,29,58
Moniteau,Missouri,"Moniteau, Missouri, US",0,2,52,47
Monroe,Missouri,"Monroe, Missouri, US",0,0,0,0
Montgomery,Missouri,"Montgomery, Missouri, US",0,2,7,9
Morgan,Missouri,"Morgan, Missouri, US",0,1,4,9
New Madrid,Missouri,"New Madrid, Missouri, US",0,0,9,21
Newton,Missouri,"Newton, Missouri, US",0,5,10,19
Nodaway,Missouri,"Nodaway, Missouri, US",0,0,3,14
Oregon,Missouri,"Oregon, Missouri, US",0,0,1,2
Osage,Missouri,"Osage, Missouri, US",0,2,5,5
Ozark,Missouri,"Ozark, Missouri, US",0,0,0,0
Pemiscot,Missouri,"Pemiscot, Missouri, US",0,2,32,87
Perry,Missouri,"Perry, Missouri, US",0,18,43,61
Pettis,Missouri,"Pettis, Missouri, US",0,1,36,78
Phelps,Missouri,"Phelps, Missouri, US",0,0,2,4
Pike,Missouri,"Pike, Missouri, US",0,1,11,22
Platte,Missouri,"Platte, Missouri, US",0,12,32,70
Polk,Missouri,"Polk, Missouri, US",0,0,1,3
Pulaski,Missouri,"Pulaski, Missouri, US",0,8,36,35
Putnam,Missouri,"Putnam, Missouri, US",0,0,0,0
Ralls,Missouri,"Ralls, Missouri, US",0,1,1,5
Randolph,Missouri,"Randolph, Missouri, US",0,2,8,10
Ray,Missouri,"Ray, Missouri, US",0,1,12,19
Reynolds,Missouri,"Reynolds, Missouri, US",0,2,2,2
Ripley,Missouri,"Ripley, Missouri, US",0,2,5,7
St. Charles,Missouri,"St. Charles, Missouri, US",0,93,591,787
St. Clair,Missouri,"St. Clair, Missouri, US",0,0,2,3
Ste. Genevieve,Missouri,"Ste. Genevieve, Missouri, US",0,3,8,12
St. Francois,Missouri,"St. Francois, Missouri, US",0,6,28,35
St. Louis,Missouri,"St. Louis, Missouri, US",0,605,3253,5034
Saline,Missouri,"Saline, Missouri, US",0,0,192,269
Schuyler,Missouri,"Schuyler, Missouri, US",0,0,0,0
Scotland,Missouri,"Scotland, Missouri, US",0,0,4,6
Scott,Missouri,"Scott, Missouri, US",0,6,70,108
Shannon,Missouri,"Shannon, Missouri, US",0,0,0,0
Shelby,Missouri,"Shelby, Missouri, US",0,1,1,1
Stoddard,Missouri,"Stoddard, Missouri, US",0,3,20,84
Stone,Missouri,"Stone, Missouri, US",0,2,3,4
Sullivan,Missouri,"Sullivan, Missouri, US",0,0,0,60
Taney,Missouri,"Taney, Missouri, US",0,2,11,14
Texas,Missouri,"Texas, Missouri, US",0,1,0,1
Vernon,Missouri,"Vernon, Missouri, US",0,0,4,9
Warren,Missouri,"Warren, Missouri, US",0,6,22,28
Washington,Missouri,"Washington, Missouri, US",0,0,8,12
Wayne,Missouri,"Wayne, Missouri, US",0,0,0,0
Webster,Missouri,"Webster, Missouri, US",0,2,15,18
Worth,Missouri,"Worth, Missouri, US",0,0,1,4
Wright,Missouri,"Wright, Missouri, US",0,4,10,11
St. Louis City,Missouri,"St. Louis City, Missouri, US",0,195,1150,1974
Beaverhead,Montana,"Beaverhead, Montana, US",0,0,1,1
Big Horn,Montana,"Big Horn, Montana, US",0,0,3,30
Blaine,Montana,"Blaine, Montana, US",0,0,0,0
Broadwater,Montana,"Broadwater, Montana, US",0,3,4,4
Carbon,Montana,"Carbon, Montana, US",0,0,6,6
Carter,Montana,"Carter, Montana, US",0,0,0,0
Cascade,Montana,"Cascade, Montana, US",0,9,15,17
Chouteau,Montana,"Chouteau, Montana, US",0,0,0,0
Custer,Montana,"Custer, Montana, US",0,0,0,0
Daniels,Montana,"Daniels, Montana, US",0,0,0,0
Dawson,Montana,"Dawson, Montana, US",0,0,0,0
Deer Lodge,Montana,"Deer Lodge, Montana, US",0,3,3,3
Fallon,Montana,"Fallon, Montana, US",0,0,0,0
Fergus,Montana,"Fergus, Montana, US",0,0,1,0
Flathead,Montana,"Flathead, Montana, US",0,14,37,37
Gallatin,Montana,"Gallatin, Montana, US",0,76,146,153
Garfield,Montana,"Garfield, Montana, US",0,0,0,0
Glacier,Montana,"Glacier, Montana, US",0,0,6,6
Golden Valley,Montana,"Golden Valley, Montana, US",0,0,3,3
Granite,Montana,"Granite, Montana, US",0,0,0,0
Hill,Montana,"Hill, Montana, US",0,1,1,1
Jefferson,Montana,"Jefferson, Montana, US",0,2,2,3
Judith Basin,Montana,"Judith Basin, Montana, US",0,0,0,0
Lake,Montana,"Lake, Montana, US",0,4,5,5
Lewis and Clark,Montana,"Lewis and Clark, Montana, US",0,14,16,16
Liberty,Montana,"Liberty, Montana, US",0,1,1,1
Lincoln,Montana,"Lincoln, Montana, US",0,5,7,7
McCone,Montana,"McCone, Montana, US",0,0,0,0
Madison,Montana,"Madison, Montana, US",0,6,8,8
Meagher,Montana,"Meagher, Montana, US",0,1,1,1
Mineral,Montana,"Mineral, Montana, US",0,0,0,0
Missoula,Montana,"Missoula, Montana, US",0,14,39,40
Musselshell,Montana,"Musselshell, Montana, US",0,1,1,1
Park,Montana,"Park, Montana, US",0,3,8,8
Petroleum,Montana,"Petroleum, Montana, US",0,0,0,0
Phillips,Montana,"Phillips, Montana, US",0,0,0,0
Pondera,Montana,"Pondera, Montana, US",0,0,2,2
Powder River,Montana,"Powder River, Montana, US",0,0,0,0
Powell,Montana,"Powell, Montana, US",0,0,0,0
Prairie,Montana,"Prairie, Montana, US",0,0,0,0
Ravalli,Montana,"Ravalli, Montana, US",0,1,5,14
Richland,Montana,"Richland, Montana, US",0,0,3,3
Roosevelt,Montana,"Roosevelt, Montana, US",0,1,7,7
Rosebud,Montana,"Rosebud, Montana, US",0,0,0,0
Sanders,Montana,"Sanders, Montana, US",0,0,0,0
Sheridan,Montana,"Sheridan, Montana, US",0,0,0,0
Silver Bow,Montana,"Silver Bow, Montana, US",0,10,11,11
Stillwater,Montana,"Stillwater, Montana, US",0,0,1,1
Sweet Grass,Montana,"Sweet Grass, Montana, US",0,0,0,0
Teton,Montana,"Teton, Montana, US",0,0,0,0
Toole,Montana,"Toole, Montana, US",0,7,29,29
Treasure,Montana,"Treasure, Montana, US",0,0,0,0
Valley,Montana,"Valley, Montana, US",0,0,0,0
Wheatland,Montana,"Wheatland, Montana, US",0,0,1,1
Wibaux,Montana,"Wibaux, Montana, US",0,0,0,0
Yellowstone,Montana,"Yellowstone, Montana, US",0,32,80,100
Adams,Nebraska,"Adams, Nebraska, US",0,4,187,272
Antelope,Nebraska,"Antelope, Nebraska, US",0,1,3,8
Arthur,Nebraska,"Arthur, Nebraska, US",0,0,0,0
Banner,Nebraska,"Banner, Nebraska, US",0,0,0,0
Blaine,Nebraska,"Blaine, Nebraska, US",0,0,0,0
Boone,Nebraska,"Boone, Nebraska, US",0,0,0,6
Box Butte,Nebraska,"Box Butte, Nebraska, US",0,0,1,2
Boyd,Nebraska,"Boyd, Nebraska, US",0,0,0,1
Brown,Nebraska,"Brown, Nebraska, US",0,0,0,0
Buffalo,Nebraska,"Buffalo, Nebraska, US",0,7,111,159
Burt,Nebraska,"Burt, Nebraska, US",0,0,3,8
Butler,Nebraska,"Butler, Nebraska, US",0,0,5,48
Cass,Nebraska,"Cass, Nebraska, US",0,2,5,51
Cedar,Nebraska,"Cedar, Nebraska, US",0,0,4,8
Chase,Nebraska,"Chase, Nebraska, US",0,0,0,1
Cherry,Nebraska,"Cherry, Nebraska, US",0,0,1,1
Cheyenne,Nebraska,"Cheyenne, Nebraska, US",0,0,6,9
Clay,Nebraska,"Clay, Nebraska, US",0,0,10,24
Colfax,Nebraska,"Colfax, Nebraska, US",0,0,116,619
Cuming,Nebraska,"Cuming, Nebraska, US",0,1,6,32
Custer,Nebraska,"Custer, Nebraska, US",0,0,24,31
Dakota,Nebraska,"Dakota, Nebraska, US",0,0,942,1665
Dawes,Nebraska,"Dawes, Nebraska, US",0,0,0,1
Dawson,Nebraska,"Dawson, Nebraska, US",0,1,503,839
Deuel,Nebraska,"Deuel, Nebraska, US",0,0,0,0
Dixon,Nebraska,"Dixon, Nebraska, US",0,0,7,29
Dodge,Nebraska,"Dodge, Nebraska, US",0,4,60,478
Douglas,Nebraska,"Douglas, Nebraska, US",0,101,744,4331
Dundy,Nebraska,"Dundy, Nebraska, US",0,0,0,0
Fillmore,Nebraska,"Fillmore, Nebraska, US",0,0,1,7
Franklin,Nebraska,"Franklin, Nebraska, US",0,0,5,6
Frontier,Nebraska,"Frontier, Nebraska, US",0,0,1,1
Furnas,Nebraska,"Furnas, Nebraska, US",0,0,3,9
Gage,Nebraska,"Gage, Nebraska, US",0,0,38,45
Garden,Nebraska,"Garden, Nebraska, US",0,0,0,2
Garfield,Nebraska,"Garfield, Nebraska, US",0,0,0,0
Gosper,Nebraska,"Gosper, Nebraska, US",0,1,10,13
Grant,Nebraska,"Grant, Nebraska, US",0,0,0,0
Greeley,Nebraska,"Greeley, Nebraska, US",0,0,2,2
Hall,Nebraska,"Hall, Nebraska, US",0,15,1111,1515
Hamilton,Nebraska,"Hamilton, Nebraska, US",0,0,44,55
Harlan,Nebraska,"Harlan, Nebraska, US",0,0,0,0
Hayes,Nebraska,"Hayes, Nebraska, US",0,0,0,0
Hitchcock,Nebraska,"Hitchcock, Nebraska, US",0,0,1,1
Holt,Nebraska,"Holt, Nebraska, US",0,0,0,1
Hooker,Nebraska,"Hooker, Nebraska, US",0,0,0,0
Howard,Nebraska,"Howard, Nebraska, US",0,0,15,42
Jefferson,Nebraska,"Jefferson, Nebraska, US",0,0,4,6
Johnson,Nebraska,"Johnson, Nebraska, US",0,0,4,6
Kearney,Nebraska,"Kearney, Nebraska, US",0,1,4,11
Keith,Nebraska,"Keith, Nebraska, US",0,0,0,2
Keya Paha,Nebraska,"Keya Paha, Nebraska, US",0,0,0,0
Kimball,Nebraska,"Kimball, Nebraska, US",0,1,9,8
Knox,Nebraska,"Knox, Nebraska, US",0,2,2,10
Lancaster,Nebraska,"Lancaster, Nebraska, US",0,9,280,1222
Lincoln,Nebraska,"Lincoln, Nebraska, US",0,9,30,48
Logan,Nebraska,"Logan, Nebraska, US",0,0,0,0
Loup,Nebraska,"Loup, Nebraska, US",0,0,0,0
McPherson,Nebraska,"McPherson, Nebraska, US",0,0,0,0
Madison,Nebraska,"Madison, Nebraska, US",0,3,132,318
Merrick,Nebraska,"Merrick, Nebraska, US",0,0,13,32
Morrill,Nebraska,"Morrill, Nebraska, US",0,0,1,11
Nance,Nebraska,"Nance, Nebraska, US",0,0,2,4
Nemaha,Nebraska,"Nemaha, Nebraska, US",0,1,1,3
Nuckolls,Nebraska,"Nuckolls, Nebraska, US",0,0,0,1
Otoe,Nebraska,"Otoe, Nebraska, US",0,0,2,7
Pawnee,Nebraska,"Pawnee, Nebraska, US",0,0,0,0
Perkins,Nebraska,"Perkins, Nebraska, US",0,0,0,0
Phelps,Nebraska,"Phelps, Nebraska, US",0,0,6,20
Pierce,Nebraska,"Pierce, Nebraska, US",0,0,1,6
Platte,Nebraska,"Platte, Nebraska, US",0,2,110,586
Polk,Nebraska,"Polk, Nebraska, US",0,0,9,11
Red Willow,Nebraska,"Red Willow, Nebraska, US",0,0,3,5
Richardson,Nebraska,"Richardson, Nebraska, US",0,0,0,1
Rock,Nebraska,"Rock, Nebraska, US",0,0,0,0
Saline,Nebraska,"Saline, Nebraska, US",0,0,194,504
Sarpy,Nebraska,"Sarpy, Nebraska, US",0,17,133,650
Saunders,Nebraska,"Saunders, Nebraska, US",0,2,9,38
Scotts Bluff,Nebraska,"Scotts Bluff, Nebraska, US",0,3,29,107
Seward,Nebraska,"Seward, Nebraska, US",0,0,8,28
Sheridan,Nebraska,"Sheridan, Nebraska, US",0,0,0,0
Sherman,Nebraska,"Sherman, Nebraska, US",0,0,2,4
Sioux,Nebraska,"Sioux, Nebraska, US",0,0,0,0
Stanton,Nebraska,"Stanton, Nebraska, US",0,0,5,20
Thayer,Nebraska,"Thayer, Nebraska, US",0,0,0,1
Thomas,Nebraska,"Thomas, Nebraska, US",0,0,0,1
Thurston,Nebraska,"Thurston, Nebraska, US",0,0,5,45
Valley,Nebraska,"Valley, Nebraska, US",0,0,1,4
Washington,Nebraska,"Washington, Nebraska, US",0,19,22,32
Wayne,Nebraska,"Wayne, Nebraska, US",0,0,1,15
Webster,Nebraska,"Webster, Nebraska, US",0,0,5,5
Wheeler,Nebraska,"Wheeler, Nebraska, US",0,0,0,0
York,Nebraska,"York, Nebraska, US",0,1,12,36
Churchill,Nevada,"Churchill, Nevada, US",0,0,3,7
Clark,Nevada,"Clark, Nevada, US",0,961,4118,6719
Douglas,Nevada,"Douglas, Nevada, US",0,6,20,32
Elko,Nevada,"Elko, Nevada, US",0,5,15,24
Esmeralda,Nevada,"Esmeralda, Nevada, US",0,0,0,0
Eureka,Nevada,"Eureka, Nevada, US",0,0,0,0
Humboldt,Nevada,"Humboldt, Nevada, US",0,5,44,78
Lander,Nevada,"Lander, Nevada, US",0,0,7,20
Lincoln,Nevada,"Lincoln, Nevada, US",0,0,0,2
