bbl,project_name,buildings,res_units,owner_name,year_built,standard_address,agency_name,program_name,start_date,end_date,Neighborhood,assessed_value,Neighborhood population,Neighborhood income,Neighborhood racial diversity,Serious Hazard Violation 2017,Tax delinquency 2016
1017710056,LEXINGTON COURTS,1,31,EAST HARLEM LEXINGTON,1920,2010 Lexington Avenue,NYC Department of Housing Preservation and Development,Multi-Family Program,2009,,East Harlem,"$1,910,250","134,279","$35,097",59.31%,1,1
1017830041,LEXINGTON COURTS,1,29,EAST HARLEM LEXINGTON,1910,212 East 119 Street,NYC Department of Housing Preservation and Development,Multi-Family Program,2009,,East Harlem,"$1,597,050","134,279","$35,097",59.31%,,
1016350017,Lexington Gardens,1,108,LEX GARDENS HOUSING D,1985,127 East 107 Street,NYC Department of Housing Preservation and Development,Multi-Family Program,2015,,East Harlem,"$8,443,990","134,279","$35,097",59.31%,1,1
1017570001,LINCOLN,7,527,NYC HOUSING AUTHORITY,1947,2161 5 Avenue,New York City Housing Authority,Federal Public Housing,1948,,East Harlem,"$15,232,500","134,279","$35,097",59.31%,,
1017570020,LINCOLN,7,710,NYC HOUSING AUTHORITY,1947,2101 Madison Avenue,New York City Housing Authority,Federal Public Housing,1948,,East Harlem,"$25,579,350","134,279","$35,097",59.31%,,
1011560001,"LINCOLN AMSTERDAM HOUSE, INC",1,186,LINCOLN AMSTERDAM COR,1976,110 West End Avenue,NYC Department of Housing Preservation and Development,Mitchell-Lama,1977,2036,Upper West Side,"$50,060,250","189,492","$113,448",49.24%,,
1004930041,LITTLE ITALY RESTORATION APARTMENTS,3,152,LIRA APARTMENTS CO LP,1982,13 Spring Street,U.S. Department of Housing and Urban Development,Project-Based Section 8,2003,2023,Greenwich Village/Financial District,"$19,157,850","152,813","$139,896",43.25%,,
1020310003,LM/HCCI POORTFOLIO RESYNDICATION,5,73,HARLEM SHANGRI-LA HOU,1920,2738 Fredrick Douglass Bl,NYC Department of Housing Preservation and Development,LIHTC Year 15,2011,,Central Harlem,"$1,590,300","143,487","$46,537",37.44%,1,
1020310014,LM/HCCI POORTFOLIO RESYNDICATION,2,29,HARLEM SHANDRI-LA HOU,1920,235 West 145 Street,NYC Department of Housing Preservation and Development,LIHTC Year 15,2011,,Central Harlem,"$1,125,450","143,487","$46,537",37.44%,1,
1020310038,LM/HCCI POORTFOLIO RESYNDICATION,1,133,HARLEM SHANGRI-LA HOU,1920,202 West 146 Street,NYC Department of Housing Preservation and Development,LIHTC Year 15,2011,,Central Harlem,"$2,278,800","143,487","$46,537",37.44%,1,
1020320004,LM/HCCI POORTFOLIO RESYNDICATION,2,15,HARLEM SHANGRI -LA HO,1920,2756 Fredrick Douglass Bl,NYC Department of Housing Preservation and Development,LIHTC Year 15,2011,,Central Harlem,"$333,000","143,487","$46,537",37.44%,,
1020320061,LM/HCCI POORTFOLIO RESYNDICATION,3,30,HARLEM SHANGRI -LA HO,1900,2764 Fredrick Douglass Bl,NYC Department of Housing Preservation and Development,LIHTC Year 15,2011,,Central Harlem,"$1,182,600","143,487","$46,537",37.44%,,
1020330031,LM/HCCI POORTFOLIO RESYNDICATION,1,15,HARLEM SHANGRI-LA HOP,1920,2542 Adam C Powell Blvd,NYC Department of Housing Preservation and Development,LIHTC Year 15,2011,,Central Harlem,"$546,300","143,487","$46,537",37.44%,1,
1020450036,LM/HCCI POORTFOLIO RESYNDICATION,1,24,HARLEM SHANGRI -LA HO,1910,2753 Fredrick Douglass Bl,NYC Department of Housing Preservation and Development,LIHTC Year 15,2011,,Central Harlem,"$836,100","143,487","$46,537",37.44%,,
1019700016,LOGAN GARDENS,2,104,LOGAN GARDENS HDFC IN,1926,70 Convent Avenue,U.S. Department of Housing and Urban Development,Section 202/8,2011,2031,Morningside Heights/Hamilton Heights,"$4,213,350","125,195","$49,994",68.95%,,
1019700002,Logan Plaza,1,130,LOGAN PLAZA LLC,1988,1423 Amsterdam Avenue,NYC Department of Housing Preservation and Development,Multi-Family Program,2014,,Morningside Heights/Hamilton Heights,"$5,359,500","125,195","$49,994",68.95%,1,
1016170007,LOS TRES UNIDOS,1,135,SAMA LOS TRES LLC,1982,1680 Madison Avenue,U.S. Department of Housing and Urban Development,Project-Based Section 8,2010,2030,East Harlem,"$8,486,550","134,279","$35,097",59.31%,1,
1016270021,LOTT LEGACY APARTMENTS HDFC.YR15.FY2017,1,9,SAN JUAN ASSOCIATESLI,1910,1555 Lexington Avenue,NYC Department of Housing Preservation and Development,LIHTC Year 15,2017,,East Harlem,"$218,787","134,279","$35,097",59.31%,,
1016270022,LOTT LEGACY APARTMENTS HDFC.YR15.FY2017,1,9,SAN JUAN ASSOCIATESLI,1910,1553 Lexington Avenue,NYC Department of Housing Preservation and Development,LIHTC Year 15,2017,,East Harlem,"$217,037","134,279","$35,097",59.31%,1,
1016280002,LOTT LEGACY APARTMENTS HDFC.YR15.FY2017,1,9,SAN JUAN ASSOCIATESLI,1910,103 East 100 Street,NYC Department of Housing Preservation and Development,LIHTC Year 15,2017,,East Harlem,"$177,234","134,279","$35,097",59.31%,,
1016280004,LOTT LEGACY APARTMENTS HDFC.YR15.FY2017,1,16,SFDS DEVELOPMENT CORP,1910,1325 Park Avenue,NYC Department of Housing Preservation and Development,LIHTC Year 15,2017,,East Harlem,"$283,500","134,279","$35,097",59.31%,1,
1016280010,LOTT LEGACY APARTMENTS HDFC.YR15.FY2017,2,20,SAN JUAN ASSOCIATESLI,1910,119 East 100 Street,NYC Department of Housing Preservation and Development,LIHTC Year 15,2017,,East Harlem,"$204,300","134,279","$35,097",59.31%,1,
1016280103,LOTT LEGACY APARTMENTS HDFC.YR15.FY2017,1,11,SFDS II HOUSING DEVLE,1910,107 East 100 Street,NYC Department of Housing Preservation and Development,LIHTC Year 15,2017,,East Harlem,"$248,850","134,279","$35,097",59.31%,,
1016290064,LOTT LEGACY APARTMENTS HDFC.YR15.FY2017,1,9,SAN JUAN ASSOCIATES L,1910,116 East 102 Street,NYC Department of Housing Preservation and Development,LIHTC Year 15,2017,,East Harlem,"$229,897","134,279","$35,097",59.31%,1,
1016290065,LOTT LEGACY APARTMENTS HDFC.YR15.FY2017,1,9,SAN JUAN ASSOCIATES L,1910,114 East 102 Street,NYC Department of Housing Preservation and Development,LIHTC Year 15,2017,,East Harlem,"$229,897","134,279","$35,097",59.31%,1,
1016550029,LOTT LEGACY APARTMENTS HDFC.YR15.FY2017,1,7,ST. CECELIA ASSOCIATE,1920,242 East 106 Street,NYC Department of Housing Preservation and Development,LIHTC Year 15,2017,,East Harlem,"$239,578","134,279","$35,097",59.31%,,
1003930047,Lower East Side - Inclusionary Zoning,1,12,UHAB HOUSING DEVELOPM,1900,377 East 10 Street,NYC Department of Housing Preservation and Development,Participation Loan Program,2015,,Lower East Side/Chinatown,"$869,850","159,296","$42,014",72.15%,,
1004060027,Lower East Side - Inclusionary Zoning,1,11,UHAB HOUSING DEVELOPM,1900,546 East 13 Street,NYC Department of Housing Preservation and Development,Participation Loan Program,2015,,Lower East Side/Chinatown,"$797,400","159,296","$42,014",72.15%,,
1003920017,LOWER EAST SIDE I APARTMENTS I,1,44,LOWER EAST SIDE I ASS,1900,364 East 10 Street,U.S. Department of Housing and Urban Development,Section 223(f),2012,2047,Lower East Side/Chinatown,"$4,548,600","159,296","$42,014",72.15%,1,
1003920027,LOWER EAST SIDE I APARTMENTS I,1,45,LOWER EAST SIDE I ASS,1900,384 East 10 Street,U.S. Department of Housing and Urban Development,Section 223(f),2012,2047,Lower East Side/Chinatown,"$4,467,600","159,296","$42,014",72.15%,1,
1003930014,LOWER EAST SIDE I APARTMENTS I,3,28,LOWER EAST SIDE I ASS,1900,610 East 11 Street,U.S. Department of Housing and Urban Development,Section 223(f),2012,2047,Lower East Side/Chinatown,"$2,767,500","159,296","$42,014",72.15%,1,
1003930056,LOWER EAST SIDE I APARTMENTS I,1,33,LOWER EAST SIDE I ASS,1920,355 East 10 Street,U.S. Department of Housing and Urban Development,Section 223(f),2012,2047,Lower East Side/Chinatown,"$3,261,600","159,296","$42,014",72.15%,1,
1004160001,LOWER EAST SIDE I INFILL,3,54,NYC HOUSING AUTHORITY,1986,196 Eldridge Street,New York City Housing Authority,Federal Public Housing,1988,,Lower East Side/Chinatown,"$4,181,400","159,296","$42,014",72.15%,,
1004200062,LOWER EAST SIDE I INFILL,1,72,NEW YORK CITY HOUSIN,1988,175 Eldridge Street,New York City Housing Authority,Federal Public Housing,1988,,Lower East Side/Chinatown,"$6,670,350","159,296","$42,014",72.15%,,1
1004210052,LOWER EAST SIDE I INFILL,3,142,NYC HOUSING AUTHORITY,1986,188 Forsyth Street,New York City Housing Authority,Federal Public Housing,1988,,Lower East Side/Chinatown,"$4,046,400","159,296","$42,014",72.15%,,
1003750001,LOWER EAST SIDE II,1,76,NYC HOUSING AUTHORITY,1988,72 Avenue C,New York City Housing Authority,Federal Public Housing,1988,,Lower East Side/Chinatown,"$3,106,800","159,296","$42,014",72.15%,,
1003750045,LOWER EAST SIDE II,1,50,NEW YORK CITY HSG AUT,1989,721 East 5 Street,New York City Housing Authority,Federal Public Housing,1988,,Lower East Side/Chinatown,"$2,787,750","159,296","$42,014",72.15%,,
1003750063,LOWER EAST SIDE II,1,15,NYC HOUSING AUTHORITY,1989,709 East 5 Street,New York City Housing Authority,Federal Public Housing,1988,,Lower East Side/Chinatown,"$933,300","159,296","$42,014",72.15%,,
1003870020,LOWER EAST SIDE II,1,48,NEW YORK CITY HSG AUT,1988,620 East 5 Street,New York City Housing Authority,Federal Public Housing,1988,,Lower East Side/Chinatown,"$1,895,850","159,296","$42,014",72.15%,,
1003870144,LOWER EAST SIDE II,1,24,NEW YORK CITY HSG AUT,1989,637 East 5 Street,New York City Housing Authority,Federal Public Housing,1988,,Lower East Side/Chinatown,"$1,768,500","159,296","$42,014",72.15%,,
1003780017,LOWER EAST SIDE III,4,59,NEW YORK CITY HOUSING,1994,720 East 9 Street,New York City Housing Authority,Federal Public Housing,1996,,Lower East Side/Chinatown,"$5,992,650","159,296","$42,014",72.15%,,
1003890032,LOWER EAST SIDE REHAB (GROUP 5),1,22,NYC CITY HSG AUTRHORI,1907,99 Avenue C,New York City Housing Authority,Federal Public Housing,1986,,Lower East Side/Chinatown,"$1,743,750","159,296","$42,014",72.15%,,
1003890036,LOWER EAST SIDE REHAB (GROUP 5),1,15,NYC HOUSING AUTHORITY,1935,645 East 6 Street,New York City Housing Authority,Federal Public Housing,1986,,Lower East Side/Chinatown,"$1,798,650","159,296","$42,014",72.15%,,
1019027502,M SHABZ GDN-2B,2,8,,1910,109 West 117 Street,NYC Department of Housing Preservation and Development,Other HPD Programs,2006,,Central Harlem,"$289,727","143,487","$46,537",37.44%,,
1019027503,M SHABZ GDN-2B,1,5,,,111 West 117 Street,NYC Department of Housing Preservation and Development,Other HPD Programs,2006,,Central Harlem,"$57,644","143,487","$46,537",37.44%,,
1008350056,MAGELLAN,3,,22 WEST 34TH STREET,1937,22 West 34 Street,NYS Housing Finance Agency,LIHTC 4%,2003,2033,Chelsea/Clinton/Midtown,"$20,276,100","140,247","$103,538",55.39%,,
1020120045,MALCOLM X II PHASE B,1,47,MALCOLM X II PHASE BA,1910,112 West 144 Street,U.S. Department of Housing and Urban Development,Section 221d(3) and Section 221d(4) Mortgage Insurance,2006,2037,Central Harlem,"$1,574,100","143,487","$46,537",37.44%,,
1020110038,MALCOLM XII PHASE A,5,91,MALCOLM X II PHASE AA,1920,102 West 143 Street,U.S. Department of Housing and Urban Development,Section 221d(3) and Section 221d(4) Mortgage Insurance,2005,2024,Central Harlem,"$2,767,950","143,487","$46,537",37.44%,1,
1018430020,MANHATTAN AVENUE APARTMENTS,4,81,CITY OF NEW YORK,1900,152 Manhattan Avenue,U.S. Department of Housing and Urban Development,Project-Based Section 8,2010,2030,Morningside Heights/Hamilton Heights,"$4,522,500","125,195","$49,994",68.95%,1,
1018610010,MANHATTAN WEST APARTMENTS,1,230,MANHATTAN WEST ASSOC,1981,149 West 106 Street,U.S. Department of Housing and Urban Development,Section 221d(3) and Section 221d(4) Mortgage Insurance,2012,2034,Morningside Heights/Hamilton Heights,"$15,695,100","125,195","$49,994",68.95%,,1
1019840001,MANHATTANVILLE,6,1272,NYC HOUSING AUTHORITY,1959,1470 Amsterdam Avenue,New York City Housing Authority,NYCHA - Mixed Financing,1961,,Morningside Heights/Hamilton Heights,"$34,573,950","125,195","$49,994",68.95%,,
1020940036,MANHATTANVILLE PHASE I,1,43,THE TRUSTEES OF COLUM,2015,3593 Broadway,NYC Department of Housing Preservation and Development,Multi-Family Program,2016,,Morningside Heights/Hamilton Heights,"$2,874,150","125,195","$49,994",68.95%,,
1019880020,MANHATTANVILLE REHAB (GROUP 2),1,15,NYC HOUSING AUTHORITY,1905,515 West 134 Street,New York City Housing Authority,Federal Public Housing,1988,,Morningside Heights/Hamilton Heights,"$563,850","125,195","$49,994",68.95%,,
1019880022,MANHATTANVILLE REHAB (GROUP 2),1,15,NYC HOUSING AUTHORITY,1905,511 West 134 Street,New York City Housing Authority,Federal Public Housing,1988,,Morningside Heights/Hamilton Heights,"$563,850","125,195","$49,994",68.95%,,
1019880031,MANHATTANVILLE REHAB (GROUP 2),1,16,N.Y.C. HOUSING AUTHOR,1905,1504 Amsterdam Avenue,New York City Housing Authority,Federal Public Housing,1988,,Morningside Heights/Hamilton Heights,"$655,200","125,195","$49,994",68.95%,,
1019870017,MANHATTANVILLE REHAB (GROUP 3),4,51,NYC HOUSING AUTHORITY,1926,535 West 133 Street,New York City Housing Authority,Federal Public Housing,1983,,Morningside Heights/Hamilton Heights,"$2,439,900","125,195","$49,994",68.95%,,
1022150116,MARBLE HILL,8,770,NYC HOUSING AUTHORITY,1951,5210 Broadway,New York City Housing Authority,NYCHA - Mixed Financing,1952,,Washington Heights/Inwood,"$24,052,500","238,759","$53,049",42.53%,,
1022150465,MARBLE HILL,1,84,MARBLE REALTY CORP,1927,1 Marble Hill Avenue,NYC Department of Housing Preservation and Development,LIHTC 4%,2011,2041,Washington Heights/Inwood,"$1,860,300","238,759","$53,049",42.53%,1,
1022150623,MARBLE HILL,2,307,NEW YORK CITY HOUSING,1950,5365 Broadway,New York City Housing Authority,NYCHA - Mixed Financing,1952,,Washington Heights/Inwood,"$9,634,500","238,759","$53,049",42.53%,,
1018290005,MARLENE ESTATES,1,13,"VIVID REALTY,LLC",1920,273 West 113 Street,U.S. Department of Housing and Urban Development,Loan Management Set-Aside,2014,2019,Central Harlem,"$720,900","143,487","$46,537",37.44%,,
1018290006,MARLENE ESTATES,1,13,"VIVID REALTY,LLC",1920,271 West 113 Street,U.S. Department of Housing and Urban Development,Loan Management Set-Aside,2014,2019,Central Harlem,"$747,900","143,487","$46,537",37.44%,,
1018290008,MARLENE ESTATES,1,20,"VIVID REALTY,LLC",1920,269 West 113 Street,U.S. Department of Housing and Urban Development,Loan Management Set-Aside,2014,2019,Central Harlem,"$736,650","143,487","$46,537",37.44%,,
1018740052,Marseilles Apartments,1,135,MARSEILLES LLC,1910,2689 Broadway,NYC Department of Housing Preservation and Development,Other HPD Programs,2016,,Upper West Side,"$9,619,200","189,492","$113,448",49.24%,,
1021160033,MARSHALL PLAZA,1,180,NYC HOUSING AUTHORITY,1985,1970 Amsterdam Avenue,New York City Housing Authority,Federal Public Housing,1986,,Washington Heights/Inwood,"$5,496,300","238,759","$53,049",42.53%,,
1003330001,MASARYK TOWERS,4,801,MASARYK TOWERS CORP,1966,87 Delancey Street,NYC Department of Housing Preservation and Development,Mitchell-Lama,1967,2024,Lower East Side/Chinatown,"$25,593,750","159,296","$42,014",72.15%,1,
1003750030,Mascot Flats HDFC,1,19,MASCOT FLATS HDF CORP,1902,742 East 6 Street,NYC Department of Housing Preservation and Development,Multi-Family Program,2016,,Lower East Side/Chinatown,"$1,131,750","159,296","$42,014",72.15%,,
1004290021,MELTZER TOWER,1,120,NEW YORK CITY HOUSING,1971,117 East 2 Street,New York City Housing Authority,Federal Public Housing,1971,,Lower East Side/Chinatown,"$17,621,550","159,296","$42,014",72.15%,,
1016710039,METRO NORTH (HOBBS CIENA),4,80,N Y C H A,1925,314 East 100 Street,NYC Department of Housing Preservation and Development,Multi-Family Program,2009,,East Harlem,"$2,896,650","134,279","$35,097",59.31%,,
1016720001,METRO NORTH COURT,1,91,LP SOLUTIONS LLC,1985,1952 2 Avenue,U.S. Department of Housing and Urban Development,Project-Based Section 8,2005,2025,East Harlem,"$4,927,950","134,279","$35,097",59.31%,1,
1016730006,METRO NORTH PLAZA,3,268,NYC HOUSING AUTHORITY,1970,307 East 101 Street,New York City Housing Authority,Federal Public Housing,1971,,East Harlem,"$12,444,750","134,279","$35,097",59.31%,,
1019270004,MID CITY STRUCTURES,1,9,"2264-2266 FDB, LLC",1910,2264 Fredrick Douglass Bl,NYS Division of Housing and Community Renewal,LIHTC 9%,1995,2025,Central Harlem,"$202,233","143,487","$46,537",37.44%,,
1019270064,MID CITY STRUCTURES,1,9,"2264-2266 FDB, LLC",1910,2266 Fredrick Douglass Bl,NYS Division of Housing and Community Renewal,LIHTC 9%,1995,2025,Central Harlem,"$186,343","143,487","$46,537",37.44%,,
1016250071,Milagrosa Houses,1,10,MILAGROSA ASSOCIATES,1900,1265 Park Avenue,NYC Department of Housing Preservation and Development,LIHTC Year 15,2012,,East Harlem,"$271,878","134,279","$35,097",59.31%,1,
1016280049,Milagrosa Houses,1,16,SFDS DEVELOPMENT CORP,1910,178 East 101 Street,NYC Department of Housing Preservation and Development,LIHTC Year 15,2012,,East Harlem,"$477,450","134,279","$35,097",59.31%,1,
1016290030,Milagrosa Houses,1,38,SFDS DEVELOPMENT CORP,1910,177 East 101 Street,NYC Department of Housing Preservation and Development,LIHTC Year 15,2012,,East Harlem,"$1,078,650","134,279","$35,097",59.31%,1,
1021540095,MINORITY TASK FORCE,1,,"FACES NY,HSG DEVLMT F",1900,567 West 183 Street,NYC Department of Housing Preservation and Development,Other HPD Programs,2005,,Washington Heights/Inwood,"$232,200","238,759","$53,049",42.53%,,
1017290019,MN207A,1,18,SOBRO HARLEM HOUSING,1920,35 West 131 Street,NYC Department of Housing Preservation and Development,Participation Loan Program,2004,,Central Harlem,"$706,500","143,487","$46,537",37.44%,,
1018480011,MORNINGSIDE APTS III,1,10,LH 303 WEST 114TH LLC,1900,303 West 114 Street,NYS Division of Housing and Community Renewal,LIHTC 9%,1995,2025,Central Harlem,"$412,925","143,487","$46,537",37.44%,,
1018480017,MORNINGSIDE GARDENS,1,10,2121 FDB MPPH LIMITED,1900,2121 Fredrick Douglass Bl,NYS Division of Housing and Community Renewal,LIHTC 9%,1992,2022,Central Harlem,"$24,133","143,487","$46,537",37.44%,,
1018640036,MORNINGSIDE HOUSING,2,140,MORNINGSIDE HOUSG ASS,1908,400 Cathedral Parkway,U.S. Department of Housing and Urban Development,Project-Based Section 8,2017,2022,Morningside Heights/Hamilton Heights,"$8,321,400","125,195","$49,994",68.95%,1,
1019430001,Morningside One Apts,2,109,MORNINGSIDE I ASSOCS,1900,20 Morningside Avenue,NYC Department of Housing Preservation and Development,Other HPD Programs,2010,,Central Harlem,"$9,159,300","143,487","$46,537",37.44%,1,
1017490010,MORRIS PARK SENIOR CITIZENS HOME,1,97,NYC HOUSING AUTHORITY,1963,17 East 124 Street,New York City Housing Authority,Federal Public Housing,1977,,East Harlem,"$2,412,450","134,279","$35,097",59.31%,,
1020260001,MOTHER ZION-MCMURRAY APTS.,1,76,NYC HOUSING DEVELOPME,1983,2640 Frederick Douglas Bl,U.S. Department of Housing and Urban Development,Project-Based Section 8,2010,2030,Central Harlem,"$2,763,900","143,487","$46,537",37.44%,,
1017780006,MSHouses,3,142,MS TP4 HOUSING DEVELO,1984,123 East 129 Street,NYC Department of Housing Preservation and Development,Multi-Family Program,2014,,East Harlem,"$8,704,350","134,279","$35,097",59.31%,,
